"","location","cnt","lat","long","lat_min","lat_max","lon_min","lon_max"
"289","Davie, FL",2,26.0628665,-80.2331038,26.0294986,26.1228932,-80.3694756,-80.1838273
"290","Dayton, OH",14,39.7589478,-84.1916069,39.70185,39.920823,-84.311377,-84.092938
"291","Daytona Beach, FL",9,29.2108147,-81.0228331,29.1288338,29.2687678,-81.2115407,-80.9830946
"292","De Forest, WI",15,45.1366302,-92.2596325,45.1215162,45.209507,-92.283932,-92.1563967
"293","De Pere, WI",9,44.4493584,-88.0599986,44.39526,44.4661177,-88.1411964,-88.013754
"294","Dearborn, MI",9,42.3222599,-83.1763145,42.2772888,42.351916,-83.2871002,-83.139717
"295","Decatur, IL",7,39.8454163,-88.9524151,39.7867965,39.9249642,-89.0323691,-88.8032028
"296","Dedham, MA",6,42.2489143,-71.1755732,42.2092228,42.2804552,-71.2317207,-71.130749
"297","Deer Park, TX",4,29.7052284,-95.1238204,29.6639713,29.7456645,-95.1442742,-95.0870596
"298","Deerfield Beach, FL",14,26.318342,-80.0996306,26.2746742,26.3278584,-80.1699113,-80.0743641
"299","Delano, CA",1,35.7688425,-119.247053,35.717896,35.7904306,-119.333829,-119.205394
"300","Delaware, United States",12,38.6920451,-75.4013315,38.4511785,39.8394337,-75.7890215,-74.9849355
"301","Delmar, MD",2,38.4558814,-75.5776007,38.4279187,38.4782432,-75.5877021,-75.5307934
"302","Delray Beach, FL",2,26.4614625,-80.0728201,26.420527,26.4914774,-80.1302588,-80.0553486
"303","Denison, IA",7,42.0177718,-95.3553286,41.9801762,42.0367895,-95.3917596,-95.3148896
"304","Denton, TX",20,33.1838787,-97.1413417,32.9874314,33.4304868,-97.3971631,-96.8341146
"305","Denver, CO",385,39.7392364,-104.984862,39.6143008,39.9142087,-105.1098845,-104.5996997
"306","Denver, NC",1,35.5312452,-81.0297994,35.5112452,35.5512452,-81.0497994,-81.0097994
"307","Denville, NJ",1,40.8922694,-74.4774255,40.8331198,40.9351598,-74.5340276,-74.4382251
"308","Derry, NH",4,42.8808677,-71.3264492,42.8409201,42.941805,-71.3466435,-71.2069654
"309","Derwood, MD",2,39.11733,-77.1610916,39.07733,39.15733,-77.2010916,-77.1210916
"310","Des Moines, IA",64,41.5910323,-93.6046655,41.4796389,41.6589106,-93.7091411,-93.4936911
"311","DeSoto, TX",4,32.5897831,-96.8570183,32.565004,32.6476411,-96.9084633,-96.8223619
"312","Destin, FL",4,30.3935337,-86.4957834,30.3786285,30.4177809,-86.515881,-86.3972296
"313","Destrehan, LA",4,29.960933,-90.3705407,29.934056,29.9878424,-90.39669,-90.331588
"314","Detroit, MI",43,42.3315509,-83.0466403,42.255192,42.4503959,-83.287959,-82.9104391
"315","Devens, MA",18,42.5389512,-71.6094356,42.5189512,42.5589512,-71.6294356,-71.5894356
"316","Devon, PA",1,40.0492751,-75.4290819,40.0292751,40.0692751,-75.4490819,-75.4090819
"317","Dickson, TN",2,36.1459327,-87.3480592,35.960831,36.335152,-87.566292,-87.14801
"318","Dobbs Ferry, NY",4,41.0145418,-73.872635,40.998317,41.024669,-73.8836034,-73.845422
"319","Doral, FL",19,25.8195424,-80.3553302,25.781908,25.8552646,-80.3871613,-80.321017
"320","Dover, DE",1,39.158168,-75.5243682,39.102195,39.2102529,-75.586203,-75.440731
"321","Dover, NJ",2,40.883988,-74.5621025,40.872615,40.904109,-74.578961,-74.538105
"322","Downers Grove, IL",87,41.7936822,-88.0102281,41.743653,41.8390909,-88.0578377,-87.9832356
"323","Downey, CA",3,33.9404441,-118.1292846,33.9023817,33.9729911,-118.1704328,-118.090258
"324","Downingtown, PA",8,40.0064958,-75.7032742,39.9956252,40.0213815,-75.7271452,-75.6757227
"325","Dulles, VA",2,38.9522663,-77.4534849,38.91427,38.9901748,-77.5187977,-77.4295506
"326","Duluth, GA",9,34.0028569,-84.1441046,33.966696,34.033228,-84.18216,-84.094286
"327","Duluth, MN",30,46.7729322,-92.1251218,46.6491584,46.880571,-92.3012374,-91.920178
"328","Duncannon, PA",1,40.3931433,-77.0325751,40.386797,40.40398,-77.037092,-77.015503
"329","Durham, NC",88,35.996653,-78.9018053,35.8663508,36.1370099,-79.0074981,-78.759587
"330","Dyersville, IA",20,42.4844602,-91.1211058,42.453961,42.5044508,-91.1750942,-91.0501311
"331","East Dennis, MA",2,41.7426094,-70.1619638,41.7226094,41.7626094,-70.1819638,-70.1419638
"332","East Grand Forks, MN",1,47.9317013,-97.0175792,47.8955124,47.9563523,-97.0552666,-96.977305
"333","East Moline, IL",7,41.5152157,-90.4420411,41.4786576,41.5504276,-90.4629565,-90.2757715
"334","East Palo Alto, CA",20,37.4688273,-122.141075,37.4518152,37.4838788,-122.1563406,-122.1148613
"335","Easton, PA",10,40.6916081,-75.2099866,40.640735,40.7166598,-75.2837405,-75.1901466
"336","Eden Prairie, MN",45,44.8546856,-93.470786,44.7985511,44.8922578,-93.5208965,-93.398373
"337","Edgewood, MD",6,39.4187194,-76.2944016,39.3787194,39.4587194,-76.3344016,-76.2544016
"338","Edina, MN",5,44.8897027,-93.3501222,44.8598743,44.9306098,-93.4015759,-93.318756
"339","Edison, NJ",18,40.518157,-74.4113926,40.4713563,40.605503,-74.4403224,-74.316052
"340","Edmond, OK",7,35.6571367,-97.4649038,35.608839,35.725564,-97.5496476,-97.264878
"341","Edwardsville, IL",3,38.8114364,-89.953157,38.760207,38.825357,-90.086111,-89.883583
"342","El Cajon, CA",4,32.7947731,-116.962526,32.767508,32.8309716,-117.011211,-116.89546
"343","El Centro, CA",1,32.792,-115.563051,32.752757,32.81833,-115.595001,-115.518119
"344","El Monte, CA",2,34.0751571,-118.036849,34.0416623,34.100946,-118.0729811,-117.997465
"345","El Paso, TX",8,31.7550511,-106.488234,31.6222161,32.001484,-106.6357782,-106.1991528
"346","El Segundo, CA",43,33.917028,-118.4156337,33.8881822,33.9312615,-118.4986907,-118.3744713
"347","Elgin, IL",50,42.03726,-88.2810994,41.971373,42.103581,-88.4545654,-88.222773
"348","Elizabeth, NJ",2,40.6639916,-74.2107006,40.6331168,40.690428,-74.2542157,-74.1377655
"349","Elk Grove, CA",4,38.4087993,-121.3716178,38.2487993,38.5687993,-121.5316178,-121.2116178
"350","Ellensburg, WA",9,46.9970635,-120.545122,46.9669138,47.0290138,-120.5948834,-120.5079735
"351","Ellettsville, IN",2,39.2339348,-86.6250008,39.2080756,39.2596818,-86.6591805,-86.5783169
"352","Ellicott City, MD",4,39.2757359,-76.8317417,39.2244184,39.3272655,-76.909815,-76.7638968
"353","Ellisville, MO",2,38.5946373,-90.584838,38.566911,38.608557,-90.617894,-90.5583509
"354","Ellsworth, IA",4,42.3120964,-93.5786963,42.3032412,42.3178234,-93.6010091,-93.5699937
"355","Elmhurst, IL",12,41.8996728,-87.9408219,41.8946728,41.9046728,-87.9458219,-87.9358219
"356","Emeryville, CA",1,37.8314089,-122.2865266,37.8270539,37.8499778,-122.3301569,-122.2755524
"357","Emlenton, PA",5,41.1806616,-79.7096141,41.1760207,41.185666,-79.7192369,-79.6933107
"358","Emmett, ID",2,43.8734979,-116.4993012,43.850264,43.88258,-116.542719,-116.452802
"359","Encinitas, CA",6,33.0369867,-117.2919818,32.995991,33.0887223,-117.3682912,-117.195567
"360","England, AR",2,34.5442609,-91.9690285,34.532131,34.562166,-91.987076,-91.947321
"361","Englewood Cliffs, NJ",2,40.8853773,-73.9523597,40.8584473,40.905702,-73.9680565,-73.9271142
"362","Englewood, CO",23,39.6482059,-104.9879641,39.616687,39.6786652,-105.034955,-104.9593814
"363","Erlanger, KY",5,39.0167275,-84.6007773,38.973124,39.0623784,-84.6222605,-84.53261
"364","Escanaba, MI",9,45.7455707,-87.0647434,45.7044891,45.791762,-87.162491,-87.0372107
"365","Escondido, CA",2,33.1216751,-117.0814849,33.057842,33.211608,-117.146104,-116.993859
"366","Essex Junction, VT",21,44.4906817,-73.11136,44.4718935,44.5064094,-73.1449165,-73.0817861
"367","Euclid, OH",7,41.5931049,-81.5267873,41.545331,41.6350847,-81.553655,-81.4880331
"368","Eugene, OR",9,44.0505054,-123.0950506,43.9875292,44.1322715,-123.2087577,-123.0358859
"369","Everett, WA",6,47.9793437,-122.2127011,47.878176,48.0360295,-122.29397,-121.793978
"370","Exeter, NH",10,42.981477,-70.9478343,42.9567387,43.03386,-71.013884,-70.887699
"371","Fairfax Station, VA",2,38.800859,-77.3256803,38.780859,38.820859,-77.3456803,-77.3056803
"372","Fairfax, VA",25,38.8156356,-77.2836849,38.6039507,39.0577059,-77.5370677,-77.0405456
"373","Fairfield County, CT",3,41.308399,-73.313629,40.950983,41.6667227,-73.727811,-73.065051
"374","Fairfield, CA",1,38.2493581,-122.039966,38.158498,38.3132053,-122.174914,-121.8919794
"375","Fairfield, NJ",4,40.2050878,-74.2135004,40.1850878,40.2250878,-74.2335004,-74.1935004
"376","Faison, NC",16,35.11647,-78.1366566,35.109103,35.123583,-78.188032,-78.128128
"377","Fargo, ND",19,46.877229,-96.789821,46.73143,46.9629491,-96.903771,-96.7528369
"378","Faribault, MN",3,43.6647961,-93.9510501,43.4996188,43.850636,-94.248032,-93.648003
"379","Farmers Branch, TX",7,32.9265668,-96.8960916,32.895587,32.9532751,-96.9379583,-96.82147
"380","Farmingdale, NJ",24,40.1965018,-74.1684757,40.189623,40.204859,-74.178869,-74.161376
"381","Farmington Hills, MI",15,42.4853125,-83.3771553,42.4389415,42.52937,-83.43754,-83.316825
"382","Farmington, CT",1,41.7198216,-72.8320435,41.6878287,41.7762054,-72.9084721,-72.7619703
"383","Fayetteville, AR",9,36.0625843,-94.1574328,35.9893558,36.1489329,-94.2978481,-94.0267113
"384","Fayetteville, NC",1,35.0525759,-78.878292,34.9766114,35.170186,-79.091726,-78.781685
"385","Federal Way, WA",9,47.313494,-122.33931,47.2574028,47.3579478,-122.417193,-122.273472
"386","Fishers, IN",6,39.9555928,-86.0138729,39.9269563,40.0010787,-86.076552,-85.8620984
"387","Flagstaff, AZ",4,35.1987522,-111.651822,35.1223963,35.240102,-111.7089429,-111.50678
"388","Fleetwood, PA",2,40.4539828,-75.8179764,40.44719,40.46516,-75.838164,-75.802273
"389","Florence, KY",4,38.9989499,-84.6266111,38.93167,39.030914,-84.706664,-84.6106196
"390","Florence, SC",7,34.1984435,-79.7671658,34.110618,34.22983,-79.87218,-79.71702
"391","Florida, United States",62,27.7567667,-81.4639835,24.396308,31.000762,-87.634896,-79.974306
"392","Folsom, CA",2,38.6779591,-121.176058,38.6319719,38.717357,-121.210143,-121.0855089
"393","Fontana, CA",3,34.0922335,-117.435048,34.0334282,34.1858204,-117.5243184,-117.401059
"394","Forest Hill, MD",2,39.5851063,-76.387739,39.5651063,39.6051063,-76.407739,-76.367739
"395","Forest Home, NY",9,42.4517788,-76.4684431,42.4484498,42.4575511,-76.4750271,-76.4593001
"396","Forest Lake, MN",6,45.279106,-92.9851629,45.210281,45.296922,-93.019745,-92.895062
"397","Forsyth, GA",2,34.235309,-84.1335644,34.0507052,34.335171,-84.258934,-83.925529
"398","Fort Belvoir, VA",3,38.7282122,-77.1509829,38.672928,38.7485106,-77.2019342,-77.1208923
"399","Fort Bragg, North Carolina, United States",6,35.140311,-79.1541465,35.0306104,35.2512395,-79.3814458,-78.944724
"400","Fort Collins, CO",5,40.5508527,-105.0668085,40.4726063,40.639352,-105.1573564,-104.9820005
"401","Fort Dodge, IA",2,42.5044017,-94.1910044,42.4725584,42.558012,-94.2243333,-94.1141084
"402","Fort Lauderdale, FL",50,26.1223084,-80.1433786,26.079607,26.21192,-80.2036371,-80.0871487
"403","Fort Meade, MD",6,39.1027043,-76.7412498,39.0827043,39.1227043,-76.7612498,-76.7212498
"404","Fort Mill, SC",15,35.0073697,-80.9450759,34.945765,35.0661466,-80.9805174,-80.896951
"405","Fort Myers, FL",16,26.640628,-81.8723084,26.5476424,26.689176,-81.9126085,-81.7511414
"406","Fort Walton Beach, FL",3,30.4057552,-86.618842,30.4011963,30.4716613,-86.6731437,-86.5869765
"407","Fort Wayne, IN",4,41.0799898,-85.1386015,40.9650987,41.2005181,-85.3034832,-85.0007277
"408","Fort Worth, TX",45,32.753177,-97.3327459,32.551584,33.049529,-97.592388,-97.0335808
"409","Foster City, CA",17,37.5600336,-122.2688522,37.5331185,37.6064687,-122.2878879,-122.1489115
"410","Foster, RI",6,41.8537098,-71.7581249,41.724563,41.8561857,-71.794665,-71.6684255
"411","Fountain Valley, CA",8,33.7038145,-117.9627349,33.68676,33.7335089,-117.9804874,-117.9151871
"412","Foxborough (Foxboro), MA",2,42.0752902,-71.2585963,42.0752402,42.0753402,-71.2586463,-71.2585463
"413","Frankfort, KY",6,38.2009055,-84.8732836,38.157841,38.23105,-84.9214539,-84.809606
"414","Franklin, MA",4,42.5896205,-72.6110645,42.3032833,42.7411379,-73.0237094,-72.2249326
"415","Franklin, NH",1,43.4442432,-71.6472988,43.3777418,43.5182477,-71.7341446,-71.619575
"416","Franklin, TN",86,35.1680139,-86.1084401,34.9882893,35.362888,-86.330605,-85.8729211
"417","Frederick, MD",3,39.415779,-77.4127562,39.3924799,39.4885388,-77.4781744,-77.3453065
"418","Fredericksburg, VA",5,38.3031837,-77.4605399,38.2701509,38.3266378,-77.5325902,-77.4467933
"419","Freedom, PA",4,40.6856221,-80.2517277,40.673964,40.695893,-80.266081,-80.242672
"420","Fremont, CA",18,37.5482697,-121.988571,37.4542627,37.6066739,-122.1489115,-121.8701128
"421","Fremont, OH",3,41.3473413,-83.1134972,41.33092,41.3840791,-83.1655195,-83.06899
"422","Fresno, CA",27,36.7394421,-119.78483,36.662162,36.908905,-119.934397,-119.654997
"423","Friendswood, TX",13,29.5293998,-95.2010447,29.454057,29.572956,-95.233081,-95.146921
"424","Frisco, TX",7,33.1505998,-96.8238183,33.0814979,33.219578,-96.9227866,-96.7325669
"425","Fullerton, CA",9,33.8708215,-117.9294165,33.8541649,33.9244572,-117.9854168,-117.8637071
"426","Fuquay-Varina, NC",9,35.5843849,-78.7998691,35.5442301,35.6719052,-78.8677669,-78.6763684
"427","Gadsden, AL",12,34.010929,-85.9989596,33.94653,34.079332,-86.11124,-85.934601
"428","Gaffney, SC",4,35.0717945,-81.6498195,35.036221,35.1068515,-81.7175512,-81.557605
"429","Gainesville, FL",31,29.6519684,-82.3249846,29.5978621,29.7783723,-82.4222531,-82.2223771
"430","Gainesville, GA",2,34.2978794,-83.8240663,34.221172,34.362897,-83.899588,-83.755687
"431","Gaithersburg, MD",89,39.1399187,-77.1929215,39.1027533,39.1683086,-77.2582727,-77.1711755
"432","Galion, OH",4,40.733795,-82.7896471,40.707357,40.7696333,-82.820269,-82.7134797
"433","Galveston, TX",2,29.3872254,-94.992736,28.9963439,29.5982641,-95.233081,-94.3662785
"434","Gap, PA",10,39.987325,-76.0205073,39.9753708,40.0036652,-76.042853,-75.989649
"435","Gardena, CA",1,33.8963593,-118.3053037,33.8655422,33.9165019,-118.3265447,-118.2906428
"436","Garland, TX",10,32.912624,-96.6388833,32.830143,32.985588,-96.7057568,-96.505519
"437","Gates Mills, OH",3,41.517779,-81.403788,41.500537,41.5697383,-81.438719,-81.3906843
"438","Geneva, NY",2,42.8690271,-76.9786122,42.837809,42.890401,-77.01131,-76.96329
"439","Genoa, OH",3,41.5181064,-83.359094,41.506888,41.53642,-83.373228,-83.341286
"440","Georgetown, DE",4,38.6900507,-75.3858753,38.666001,38.710623,-75.418007,-75.362743
"441","Georgetown, KY",12,38.2097967,-84.5588311,38.176925,38.277944,-84.602072,-84.504192
"442","Georgetown, TX",10,30.6326942,-97.6772311,30.5708044,30.7525362,-97.8327917,-97.5898805
"443","Georgia, United States",34,32.3293809,-83.1137366,30.3556558,35.0006769,-85.605165,-80.751429
"444","Germantown, MD",6,39.1713082,-77.2655785,39.1277869,39.214792,-77.317176,-77.211502
"445","Gilbert, AZ",4,33.3527632,-111.789037,33.204638,33.385792,-111.8420962,-111.686071
"446","Glastonbury, CT",20,41.7123218,-72.608146,41.6332905,41.745484,-72.6488759,-72.4522299
"447","Glen Allen, VA",6,37.6659781,-77.506374,37.6352331,37.6941675,-77.527484,-77.448312
"448","Glendale Heights, IL",10,41.9195385,-88.0766365,41.8959,41.943125,-88.101922,-88.04868
"449","Glendale, AZ",5,33.5386858,-112.185994,33.5077852,33.6979238,-112.4615632,-112.1515629
"450","Glendale, CA",34,34.1469416,-118.2478471,34.118761,34.26719,-118.3078696,-118.1815749
"451","Glenpool, OK",6,35.9553737,-96.0088843,35.871101,35.988382,-96.033275,-95.957841
"452","Glenview, IL",2,42.0700662,-87.8114044,42.0550767,42.1174717,-87.8791553,-87.7586347
"453","Glenville, WV",27,38.9342573,-80.8376033,38.928291,38.945264,-80.853714,-80.814836
"454","Golden, CO",24,39.7546349,-105.22058,39.7006063,39.787111,-105.241961,-105.161859
"455","Goldsboro, NC",4,35.3848841,-77.9927651,35.312426,35.443116,-78.065893,-77.89099
"456","Goleta, CA",7,34.4358295,-119.8276389,34.4137607,34.45877,-119.921877,-119.8050597
"457","Gonzales, LA",2,30.2385294,-90.9200987,30.1748515,30.2546745,-90.9552927,-90.8963666
"458","Goodland, KS",1,39.350833,-101.710172,39.322184,39.380297,-101.734177,-101.683771
"459","Goodyear, AZ",4,33.4073522,-112.3934809,33.188916,33.5154551,-112.49592,-112.341112
"460","Goshen, NY",3,41.4021497,-74.3242129,41.382455,41.420509,-74.355916,-74.305647
"461","Grand Forks, ND",10,47.9252042,-97.0306741,47.860166,47.969701,-97.195875,-97.009802
"462","Grand Island, NE",2,40.924271,-98.338685,40.854992,40.988881,-98.431455,-98.288213
"463","Grand Prairie, TX",24,32.7459645,-96.9977846,32.498644,32.8165316,-97.0811697,-96.924017
"464","Grand Rapids, MI",12,42.9632425,-85.6678639,42.883648,43.0290471,-85.751532,-85.568646
"465","Grand Rapids, MN",14,47.237166,-93.530214,47.1951431,47.2822912,-93.5767632,-93.4683209
"466","Grandville, MI",4,42.909598,-85.7630956,42.873748,42.933483,-85.7823373,-85.731939
"467","Grantsville, UT",2,40.6000817,-112.463531,40.5633727,40.6945235,-112.5632099,-112.3645396
"468","Greater Boston",2,42.3957387,-71.2149602,42.3922146,42.3993659,-71.2182637,-71.2116337
"469","Greater Houston",73,29.944719,-95.4160739,29.9105379,29.9782894,-95.460389,-95.3788628
"470","Greater Indianapolis",13,39.8372788,-86.1193585,39.8371147,39.8374429,-86.1195699,-86.1191471
"471","Greater Philadelphia",48,40.1238807,-75.4582128,40.1226047,40.1251196,-75.4590225,-75.4573738
"472","Greater Pittsburgh Region",40,40.3920777,-80.0342323,39.3920777,41.3920777,-81.0342323,-79.0342323
"473","Greater Sacramento",24,38.7041491,-121.3150029,38.7040991,38.7041991,-121.3150529,-121.3149529
"474","Green Bay, WI",64,44.5126379,-88.0125794,44.471793,44.574693,-88.139816,-87.841173
"475","Greenbrae, CA",4,37.9485356,-122.5247031,37.9285356,37.9685356,-122.5447031,-122.5047031
"476","Greensboro, NC",42,36.0726355,-79.7919754,35.9758146,36.2153577,-80.017884,-79.621166
"477","Greenville, NC",8,35.613224,-77.3724593,35.529776,35.676051,-77.475265,-77.279305
"478","Greenville, SC",18,34.851354,-82.3984882,34.7665442,34.890824,-82.4349118,-82.2869685
"479","Greenville, TX",18,33.1384488,-96.1108066,33.0516053,33.1726388,-96.1701694,-96.0479984
"480","Greenwich, CT",2,41.0264862,-73.6284598,40.950983,41.1440481,-73.727811,-73.5474869
"481","Greenwood Village, CO",36,39.6172101,-104.950814,39.5877543,39.6459385,-104.980637,-104.84772
"482","Greenwood, IN",4,39.6137049,-86.109555,39.548372,39.6369326,-86.1670421,-86.0399985
"483","Greenwood, NE",8,40.960239,-96.4435021,40.954103,40.966884,-96.451868,-96.435893
"484","Greer, SC",4,34.9381361,-82.2272119,34.8484105,35.050839,-82.347259,-82.157254
"485","Groveport, OH",16,39.8522449,-82.8868636,39.8280622,39.8885933,-82.9374528,-82.8478504
"486","Gulfport, MS",4,30.3674198,-89.0928155,30.3402025,30.5000969,-89.136708,-89.0012083
"487","Gurnee, IL",4,42.3702996,-87.9020186,42.327436,42.403852,-88.002637,-87.884292
"488","Gypsum, CO",2,39.6469294,-106.951711,39.579825,39.658274,-106.972698,-106.8323833
"489","Hackettstown, NJ",2,40.8538944,-74.8291638,40.828052,40.88255,-74.850452,-74.8019177
"490","Hagerstown, MD",4,39.6430455,-77.7191081,39.6000289,39.6737328,-77.7730904,-77.6722751
"491","Hallandale Beach, FL",6,25.9812025,-80.148379,25.9738022,25.9974842,-80.1655943,-80.1172485
"492","Hamden, CT",2,41.3959287,-72.8968716,41.3267341,41.4643531,-72.9754604,-72.8513812
"493","Hampton, VA",1,37.0300969,-76.3452057,36.919408,37.1513676,-76.4513394,-76.0843199
"494","Hanford, CA",10,36.3274502,-119.6456844,36.2659229,36.371886,-119.6910298,-119.6008199
"495","Hanover, MD",2,39.1928853,-76.7241371,39.1728853,39.2128853,-76.7441371,-76.7041371
"496","Hanover, NH",4,43.703622,-72.288666,43.65909,43.7710243,-72.3051245,-72.0756881
"497","Harbeson, DE",2,38.7248347,-75.2849123,38.7048347,38.7448347,-75.3049123,-75.2649123
"498","Harlingen, TX",4,26.1907543,-97.6960599,26.057123,26.279894,-97.796356,-97.615781
"499","Harmans, MD",4,39.1573304,-76.6966356,39.1373304,39.1773304,-76.7166356,-76.6766356
"500","Harrisburg, PA",22,40.2663107,-76.8861122,40.237571,40.3262914,-76.92449,-76.8368632
"501","Harrison, NY",4,40.9689871,-73.71263,40.95918,41.079711,-73.754007,-73.684613
"502","Harrisonburg, VA",4,38.4493315,-78.8688833,38.389766,38.4895289,-78.917871,-78.8243196
"503","Harrold, SD",2,44.524218,-99.739129,44.519657,44.526995,-99.744705,-99.732648
"504","Hartford City, IN",3,40.4511541,-85.369972,40.43172,40.4764,-85.407539,-85.341186
"505","Hartford County, CT",9,41.7918949,-72.744107,41.5447071,42.0387821,-73.0295383,-72.4078701
"506","Hartford, CT",53,41.764582,-72.6908547,41.7236703,41.8074191,-72.7180372,-72.6422873
"507","Harvard, IL",21,42.422241,-88.6137101,42.396119,42.465641,-88.658397,-88.572419
"508","Haskell, TX",2,33.1542164,-99.7199972,32.9568888,33.3989459,-99.99121,-99.4712036
"509","Haslet, TX",10,32.9616819,-97.3404854,32.9241722,32.9991974,-97.3668399,-97.3097998
"510","Hauppauge, NY",2,40.8256537,-73.2026138,40.801676,40.846025,-73.272302,-73.147782
"511","Haverhill, MA",6,42.7777829,-71.0767724,42.7324632,42.8332765,-71.1823981,-70.9986019
"512","Hawthorne, NY",1,41.1073184,-73.7959667,41.094745,41.114017,-73.808463,-73.784442
"513","Healdsburg, CA",4,38.6298355,-122.8590021,38.62892,38.630606,-122.859872,-122.857991
"514","Hebron, ME",2,44.1971013,-70.4062034,44.1535009,44.251272,-70.4411372,-70.3144932
"515","Hegins, PA",1,40.6514194,-76.4977799,40.6314194,40.6714194,-76.5177799,-76.4777799
"516","Henderson, NV",4,36.0301134,-114.9826194,35.891819,36.124978,-115.219363,-114.902204
"517","Henrico, VA",14,37.5131191,-77.3465081,37.3533431,37.7103945,-77.6548883,-77.176982
"518","Hermitage, PA",10,41.2333897,-80.44868,41.1933897,41.2733897,-80.48868,-80.40868
"519","Hermitage, TN",5,36.1961664,-86.6224959,36.1761664,36.2161664,-86.6424959,-86.6024959
"520","Herndon, VA",15,38.9695316,-77.3859479,38.9532579,38.9891456,-77.4135279,-77.3652601
"521","Hickory Hills, IL",10,41.7255879,-87.825055,41.708657,41.740222,-87.848028,-87.806122
"522","Hickory, NC",3,35.7333312,-81.3442915,35.6612385,35.8073706,-81.4035581,-81.2353699
"523","High Point, NC",2,35.9556924,-80.0053176,35.9119964,36.0969655,-80.0722241,-79.8963731
"524","Highland Park, TX",2,32.8334607,-96.7919454,32.818944,32.8439131,-96.8192247,-96.780934
"525","Hilliard, OH",5,40.033814,-83.1596108,39.9995883,40.0691255,-83.2060639,-83.0971951
"526","Hillsboro, OR",43,45.5228939,-122.989827,45.4763623,45.5758021,-123.0118142,-122.8595375
"527","Hilton, NY",4,43.2881104,-77.7928574,43.278014,43.30328,-77.812596,-77.774849
"528","Hixson, TN",18,35.1414606,-85.1746774,35.1414106,35.1415106,-85.1747274,-85.1746274
"529","Hoboken, NJ",31,40.7433066,-74.0323752,40.7303906,40.759099,-74.0439878,-74.0142459
"530","Hollywood, FL",2,26.0112014,-80.1494901,25.9864172,26.0933605,-80.2487688,-80.1053365
"531","Holmdel, NJ",4,40.3451095,-74.1840322,40.324526,40.426786,-74.209053,-74.133239
"532","Home, KS",4,39.8416678,-96.5197389,39.8216678,39.8616678,-96.5397389,-96.4997389
"533","Homedale, ID",6,43.6176584,-116.9337599,43.608641,43.626437,-116.951201,-116.920539
"534","Hoover, AL",2,33.3503765,-86.8344028,33.267324,33.467824,-86.926154,-86.6071808
"535","Houston, TX",461,29.7589382,-95.3676974,29.5370705,30.1103506,-95.9097419,-95.0120525
"536","Hudson, FL",8,28.3617709,-82.6932847,28.3217709,28.4017709,-82.7332847,-82.6532847
"537","Hudson, OH",4,41.240056,-81.440667,41.2028503,41.277053,-81.489636,-81.3918344
"538","Humble, TX",2,29.9988312,-95.2621553,29.953841,30.0327621,-95.2876485,-95.243693
"539","Hunt Valley, MD",3,39.4922608,-76.6589528,39.4722608,39.5122608,-76.6789528,-76.6389528
"540","Huntersville, NC",2,35.4108278,-80.8429304,35.350696,35.455075,-80.96122,-80.7521676
"541","Huntington Beach, CA",11,33.6783336,-118.0000166,33.5885246,33.7562073,-118.1184237,-117.9403791
"542","Huntington Park, CA",2,33.9827043,-118.2120343,33.9615964,33.9962649,-118.239021,-118.189009
"543","Huntington, WV",5,38.4192496,-82.445154,38.3759913,38.4396988,-82.5317857,-82.353193
"544","Huntsville, AL",7,34.729847,-86.5859011,34.533427,34.86516,-86.93117,-86.399333
"545","Huntsville, TX",1,30.7235263,-95.5507771,30.626261,30.768954,-95.642751,-95.49389
"546","Hurricane, WV",8,38.4325896,-82.0201368,38.394218,38.457406,-82.05144,-81.972544
"547","Idaho, United States",10,43.6447642,-114.015407,41.9888339,49.0008447,-117.2430324,-111.043564
"548","Illinois City, IL",6,41.3975305,-90.8995898,41.3775305,41.4175305,-90.9195898,-90.8795898
"549","Illinois, United States",59,40.0796606,-89.4337288,36.9701313,42.5083736,-91.5130518,-87.0199244
"550","Immokalee, FL",2,26.42016,-81.4222408,26.3964,26.443911,-81.462721,-81.383437
"551","Independence, MO",15,39.0924792,-94.4137923,39.017679,39.1398712,-94.4815,-94.2160092
"552","Independence, OH",8,41.3816571,-81.6406872,41.3510534,41.4196498,-81.6635492,-81.5968027
"553","Indiana, United States",2,40.3270127,-86.1746933,37.771742,41.761368,-88.0997019,-84.784609
"554","Indianapolis, IN",39,39.7683331,-86.1583502,39.6321626,39.9275253,-86.3281207,-85.9380401
"555","Indianapolis, Indiana, United States",6,39.7683331,-86.1583502,39.6321626,39.9275253,-86.3281207,-85.9380401
"556","Inverness, FL",10,28.8358176,-82.3303715,28.8186814,28.8725838,-82.3701031,-82.3114289
"557","Inwood, NY",36,40.8692579,-73.9204949,40.8586468,40.8777963,-73.9324012,-73.9101872
"558","Iowa City, IA",1,41.6612561,-91.5299106,41.5985476,41.696634,-91.6157854,-91.4630645
"559","Iowa, United States",46,41.9216734,-93.3122705,40.3756007,43.5011589,-96.6397162,-90.140061
"560","Irmo, SC",4,34.0884688,-81.1802101,34.0472137,34.129605,-81.226343,-81.151364
"561","Irvine, CA",186,33.6856969,-117.8259819,33.5993914,33.7736521,-117.8687519,-117.6780259
"562","Irvine, California, United States",4,33.6856969,-117.8259819,33.5993914,33.7736521,-117.8687519,-117.6780259
